,Date,IDR,USD,Euro,GBP,RMB,IHSG,Hang Seng,Nasdaq,USD/IDR
0,Dec 02 2020,25744226.38,1822.6,1509.0,1367.8,11970.8,5813.99,26532.58,12456.41,14090.0
1,Dec 03 2020,25909430.38,1832.4,1506.9,1357.5,12018.4,5822.94,26728.5,12467.13,14100.0
2,Dec 04 2020,25995515.0,1843.0,1517.9,1367.9,12035.7,5810.48,26835.92,12528.48,14085.0
3,Dec 07 2020,26234594.06,1860.0,1532.9,1396.7,12160.7,5930.76,26506.85,12596.47,14080.0
4,Dec 08 2020,26359595.12,1868.2,1542.2,1398.2,12202.8,5944.41,26304.56,12635.72,14080.0
5,Dec 10 2020,26014558.13,1844.4,1520.6,1389.7,12076.4,5933.7,26410.59,12401.74,14090.0
6,Dec 11 2020,25935360.0,1842.0,1521.4,1394.3,12048.5,5938.33,26505.87,12375.41,14070.0
7,Dec 14 2020,25810057.87,1831.2,1510.2,1375.1,11971.0,6012.52,26389.52,12462.21,14070.0
8,Dec 15 2020,26131176.62,1850.7,1522.9,1381.1,12112.7,6010.13,26207.29,12595.92,14090.0
9,Dec 16 2020,26158793.06,1852.0,1519.7,1372.1,12106.2,6118.4,26460.29,12668.16,14090.0
10,Dec 17 2020,26669028.75,1890.8,1544.1,1391.0,12353.6,6113.38,26678.38,12752.06,14085.0
11,Dec 18 2020,26523272.5,1879.8,1536.4,1394.1,12297.0,6104.32,26498.6,12738.18,14080.0
12,Dec 21 2020,26564400.0,1880.0,1539.4,1411.5,12312.9,6165.62,26306.68,12690.26,14100.0
13,Dec 22 2020,26664206.89,1877.1,1542.6,1409.6,12290.9,6023.29,26119.25,12717.56,14145.0
14,Dec 23 2020,26625000.0,1875.0,1538.6,1386.7,12258.4,6008.71,26343.1,12653.14,14150.0
15,Dec 28 2020,26540625.0,1875.0,1535.1,1394.6,12257.8,6093.55,26314.63,12838.86,14140.0
16,Dec 29 2020,26483859.69,1874.3,1531.1,1389.3,12240.1,6036.17,26568.49,12843.49,14110.0
17,Dec 30 2020,26520781.37,1887.6,1534.6,1387.0,12327.9,5979.07,27147.11,12845.36,14050.0
